zip_code,latitude,longitude
11423,40.713085993842,-73.780467417352
11105,40.777497173512,-73.910859705128
10468,40.869828505433,-73.898738538317
11218,40.643813068107,-73.979626317668
10451,40.818224921971,-73.919866074726
10003,40.727947242375,-73.98983993594
11106,40.760845042288,-73.941142757871
10471,40.890425399041,-73.905756247904
11365,40.731361318703,-73.805115746011
11205,40.697818811883,-73.957748112628
11207,40.669711159596,-73.892821616208
10459,40.816923607252,-73.895571421539
11208,40.665317837106,-73.87491754582
10456,40.83312464873,-73.914026382132
11420,40.679576327009,-73.831547116926
10027,40.815249671589,-73.955324997645
11212,40.665557247284,-73.926246484406
11230,40.629130328162,-73.975077112271
11220,40.64903479376,-74.012288594742
10451,40.816399259739,-73.923289596087
11249,40.699487934354,-73.958572923554
11231,40.672936623815,-74.0090845746
11234,40.615990893054,-73.91298882272
11205,40.698574990301,-73.954159281401
10027,40.819474697577,-73.957609153488
10031,40.818036781626,-73.951504304307
10006,40.709189318684,-74.012021991294
11229,40.615716942724,-73.944775852051
11415,40.704857654325,-73.827302786474
10467,40.881557847058,-73.874798458764
11413,40.668226983179,-73.756838722578
11435,40.709010757339,-73.81010483911
11233,40.674095403318,-73.91327323073
11377,40.742121816298,-73.909719939032
10010,40.740506494214,-73.983129514316
10037,40.815483242447,-73.938146252565
11221,40.688110367043,-73.939050930561
11428,40.727125734247,-73.735076315332
11233,40.671997991534,-73.924328716295
10032,40.839298271524,-73.936157987119
10014,40.732586163573004,-74.006465947147
11433,40.694116699381,-73.790674218597
11694,40.580035276786,-73.850349751152
11369,40.758400794681,-73.87447135209
11367,40.738131700253,-73.824942831489
10026,40.80225578276,-73.94817111437
11214,40.606359053013,-73.989210262443
11217,40.6763327821,-73.977366716118
11229,40.605920423423,-73.95665046081
11219,40.632116427134,-73.99337089149
11201,40.685411795395,-73.993351150141
11204,40.63541151592,-73.980933162295
11219,40.634989419129,-73.984961361487
11206,40.699539560095,-73.957144743329
10032,40.838947320842,-73.936837761204
11204,40.616472000345,-73.978093069216
10475,40.864669309199,-73.824301141589
11235,40.589171437517,-73.943404514259
11413,40.685871487472,-73.757318593785
11205,40.696957716655,-73.959872767714
11221,40.689834317769,-73.925505557787
11203,40.662339248045,-73.93828520141
11219,40.632116427134,-73.99337089149
11201,40.692860691876,-73.988154055661
10469,40.880082083352,-73.8482035863
11204,40.625577214206,-73.982539060391
10040,40.860783614785,-73.930671081251
10065,40.76754051395,-73.963353564348
10471,40.903142647206,-73.910397519474
11209,40.630835952509,-74.019130374155
11694,40.580920843294,-73.831836507783
11210,40.629361047163,-73.950287346747
10003,40.735030476319,-73.981730861519
11435,40.711088829576,-73.820501684108
11364,40.752325238145,-73.755989161635
10301,40.639079698818,-74.079921564827
10027,40.806293234541,-73.948012632019
11224,40.575900506386,-74.005781170234
10472,40.824047515207,-73.880037844184
11204,40.627042886543,-73.982264885347
11691,40.603955920466,-73.766552233873
11213,40.669212390334,-73.938689763247
11201,40.692718316212,-73.99228662996
11414,40.658080942112,-73.844432522699
11417,40.671232153101,-73.845140734855
11362,40.762700300756,-73.733692469171
11211,40.706196534801,-73.959636349976
11219,40.638917836551,-73.991006550087
10003,40.728693922727,-73.991091803866
11229,40.615716942724,-73.944775852051
11412,40.702506083586,-73.756594189138
10004,40.705673126791,-74.013301757058
10452,40.840089193962,-73.915567789133
11204,40.635441707925,-73.980929550679
11418,40.705662442166,-73.820523565455
11218,40.633319098339,-73.976163600083
11219,40.633779648603,-73.991590909579
11367,40.735267121738,-73.823777662089
11223,40.590560580502,-73.974990748076
10128,40.783941429729,-73.958260181547
11694,40.580035276786,-73.850349751152
11218,40.63976807659,-73.984899026115
11226,40.656175374525,-73.951582777748
11214,40.604871750551,-73.99440357905
11418,40.699002306569,-73.832352563228
10473,40.814825721414,-73.856579144588
10469,40.867564102988,-73.842624495597
11225,40.671140489315,-73.960230825027
10023,40.77191806138,-73.987327605785
11435,40.70090829927,-73.81522040883
11415,40.707779522892,-73.83384168978
11215,40.663390389437,-73.992297243311
11213,40.669627881298,-73.946205411147
10466,40.887576102293004,-73.859730848576
10453,40.858803859631,-73.909745310018
11234,40.613345681844,-73.93012946204
10466,40.881146549075,-73.83975340238
11205,40.695625964971,-73.978214815897
10473,40.814825721414,-73.856579144588
11231,40.679661125143,-74.011328024891
10004,40.705895444384,-74.013377543954
11368,40.75762484111,-73.865499366856
11378,40.723103179372,-73.906112832016
10027,40.811867495684,-73.947314652445
11219,40.644204260602,-73.990692336256
10475,40.875887519224,-73.833861128989
11230,40.619557945929,-73.969609116274
10019,40.765380280363,-73.989603162706
11102,40.771207800434,-73.924591026742
10027,40.807253759346,-73.954134716158
10035,40.805946358913,-73.935178677842
10306,40.572867518327,-74.137399178895
11249,40.702710647124,-73.959555516765
11205,40.696957716655,-73.959872767714
10031,40.824322264822,-73.945436716634
10451,40.818224921971,-73.919866074726
11212,40.663551270145,-73.926958793876
11372,40.754653601729,-73.88711145537
11237,40.701737315704,-73.91232828041
11226,40.649702892488,-73.966045658038
11235,40.583118452473,-73.954037228247
11218,40.648396647808,-73.978507778341
11204,40.614930713867,-73.986356210151
11357,40.783642715613,-73.807836500919
11219,40.638050216528,-73.988062936413
11219,40.632739633413,-74.003426272439
11235,40.59024240731,-73.965316300815
11367,40.738131700253,-73.824942831489
10463,40.875910140216,-73.901108594544
11228,40.612310542356,-74.023731623528
10035,40.802412345396,-73.942633750365
11205,40.696263714383,-73.961106526731
11214,40.606359053013,-73.989210262443
11413,40.668226983179,-73.756838722578
11223,40.590560580502,-73.974990748076
10128,40.781857019782,-73.95522832871
11234,40.613345681844,-73.93012946204
11236,40.629486909001,-73.896384623112
11105,40.780012943748,-73.91291087581
10027,40.806247407064,-73.943948899447
10024,40.780814921346,-73.976854432214
11206,40.701356408777,-73.956638656265
10024,40.780814921346,-73.976854432214
11106,40.766257369789,-73.930708488304
11218,40.640739737343,-73.984960060517
11373,40.737605272606,-73.868509735613
10010,40.7414900458,-73.991512305848
10030,40.814415630973,-73.943663816888
10002,40.718375636271,-73.984451859645
10457,40.848332125766,-73.893078496669
11433,40.707529342901,-73.785625590396
11229,40.604341740618,-73.955527892854
10466,40.897070720281,-73.845238325723
11370,40.770327699017,-73.894475037032
11219,40.638050216528,-73.988062936413
10468,40.865587066948,-73.894757151497
11213,40.665644470424,-73.939237349258
10031,40.829833405376,-73.944810653656
11219,40.633774155589,-73.991544073013
10011,40.745149060907,-73.996073503246
10002,40.717341440773,-73.989596255641
11236,40.643271058518,-73.896211793411
10466,40.888918506628,-73.83130394196
11206,40.701874796044,-73.949053719332
11203,40.650584618028,-73.922313358252
11222,40.719811676174,-73.948625088698
11215,40.661054050763,-73.986534165989
11203,40.651251370535,-73.935185405538
10003,40.728693922727,-73.991091803866
10456,40.836397513755,-73.90501272556
11201,40.690066589559,-73.988922614862
11375,40.714970017205,-73.853371534439
11226,40.648600297448,-73.952820751343
11209,40.618408281853,-74.028841483725
11223,40.607646618706,-73.96375499868
11210,40.623224973683,-73.941354640059
11238,40.685042926975,-73.96065878506
11418,40.703956899329,-73.834428323225
10002,40.718375636271,-73.984451859645
11205,40.690757978878,-73.971375911501
11230,40.627080118933,-73.975747946491
11223,40.604987850395,-73.966821159958
11208,40.668830694867,-73.867189513024
10466,40.897649040256,-73.842614482123
11219,40.627230693501,-73.993039947572
10128,40.783631473093,-73.945625463636
11211,40.706626122112,-73.955989594576
10460,40.840748250998,-73.881706249777
11238,40.685483885413,-73.96629058228
11223,40.591502045016,-73.975001195851
11236,40.643271058518,-73.896211793411
11211,40.706912845902004,-73.952296005591
10002,40.712392046852,-73.984496546358
10304,40.620339842633,-74.081642475543
11211,40.704127490221,-73.961119954501
11213,40.670458399158,-73.928973525228
11215,40.669622166408,-73.979286761088
11214,40.606359053013,-73.989210262443
11224,40.574599562242,-73.996292348124
11219,40.636175000757,-73.983757692484
11367,40.739238891333,-73.822056641075
11226,40.656175374525,-73.951582777748
11694,40.584101130824,-73.825711757914
11355,40.754646974956,-73.826758121769
10309,40.509076584733,-74.220927912844
11355,40.758657774754,-73.829054218898
11106,40.755358483511,-73.927168151945
10002,40.716281337248,-73.984152940575
11101,40.756883512889,-73.93452274463
11418,40.703956899329,-73.834428323225
11230,40.619998742719,-73.957487780677
11101,40.742354670755,-73.933104399927
11236,40.629486909001,-73.896384623112
11412,40.698270685233,-73.752653513842
11213,40.67478633314,-73.942639404381
11235,40.580387197785,-73.953567518298
11230,40.619998742719,-73.957487780677
11204,40.623598797211,-73.986815527712
10028,40.779088137295,-73.956725052004
10462,40.845985371032,-73.86445617444
11234,40.621216875391,-73.912870316071
10019,40.765243306302,-73.993104889511
11419,40.688662807378,-73.836204466275
10456,40.832859171871,-73.911417642204
10458,40.86084182366,-73.892223191856
10029,40.795633688834,-73.944409327945
11213,40.672705533766,-73.936923705374
10454,40.803036948577,-73.918035052477
10026,40.798504193657,-73.949250367964
11235,40.580387197785,-73.953567518298
11208,40.691138822322,-73.868327669125
11206,40.701356408777,-73.956638656265
11434,40.675871994495,-73.758505167734
11217,40.680420327458,-73.98049120193
11377,40.742121816298,-73.909719939032
11203,40.651251370535,-73.935185405538
11218,40.637640573202,-73.969586436906
10459,40.827321831707,-73.890886540511
11218,40.640739737343,-73.984960060517
10016,40.741578829907,-73.978012079032
11223,40.600586775781,-73.972743512326
11204,40.628111406418,-73.988533053628
10010,40.737252279703,-73.974159652212
11234,40.621405989914,-73.908986898924
11238,40.685483885413,-73.96629058228
11235,40.579599832585,-73.962071109471
11364,40.752325238145,-73.755989161635
10473,40.811774033633,-73.846333345321
10011,40.737993530393,-74.000476325087
11418,40.705662442166,-73.820523565455
11213,40.674021748306,-73.945105918389
11235,40.589171437517,-73.943404514259
11211,40.705510010207,-73.951680257593
11216,40.679390639134,-73.945332223805
10021,40.774765067898,-73.964486888318
10035,40.802412345396,-73.942633750365
11235,40.59024240731,-73.965316300815
11219,40.637501161911,-73.987155061813
10454,40.806343837252,-73.921195290959
11691,40.60138814458,-73.745300199002
10473,40.814825721414,-73.856579144588
10038,40.710721480835,-73.996631023424
11213,40.674648937222,-73.927793787815
10032,40.838947320842,-73.936837761204
11218,40.63941030965,-73.978914239092
11369,40.758370070066,-73.879088133561
10466,40.882516460577,-73.839963455541
10304,40.590562770815,-74.097721891939
11206,40.700719411886,-73.956087277906
11207,40.663665278417,-73.893754117341
11238,40.676822211988,-73.960331974675
10303,40.627501188343,-74.167319434751
10314,40.611073497271,-74.121756957298
10033,40.846535606917,-73.935204032319
10010,40.736087035438,-73.980662478444
10014,40.739643050441,-74.004384464883
11377,40.756924051589,-73.902675605541
11203,40.637297304691,-73.931174395134
11208,40.686237833616,-73.869361407458
10469,40.867564102988,-73.842624495597
11354,40.775245971754,-73.819346010069
11204,40.62417846838,-73.992629599614
11219,40.644204260602,-73.990692336256
10310,40.633225066511,-74.125782269443
11212,40.665957946812,-73.918106824108
10310,40.628550431588,-74.107148053987
11375,40.723142783374,-73.838215482921
11219,40.632423214277,-73.98629137263
NA,0,0
10128,40.777904161741,-73.947756857881
11204,40.63541151592,-73.980933162295
11203,40.657123666867,-73.928018265478
11426,40.74622288156,-73.727612482733
10012,40.729331043579,-74.001565894784
11210,40.629361047163,-73.950287346747
11211,40.706912845902004,-73.952296005591
10024,40.790516500925,-73.971845671889
11205,40.698574990301,-73.954159281401
11432,40.715381315226,-73.800368543622
11235,40.593494416642,-73.94327841287
11205,40.695201207277,-73.969217489793
11230,40.619998742719,-73.957487780677
10025,40.792828393197,-73.975380355995
11420,40.665050242746,-73.811701137062
10464,40.843866408662,-73.785217068637
11210,40.629361047163,-73.950287346747
11204,40.623598797211,-73.986815527712
11208,40.681260896359,-73.884063384245
11207,40.657914429506,-73.87935380795
11418,40.705662442166,-73.820523565455
11368,40.75762484111,-73.865499366856
11208,40.681260896359,-73.884063384245
11211,40.706970676271,-73.95996770851
11233,40.674095403318,-73.91327323073
11413,40.685871487472,-73.757318593785
10451,40.820451229897,-73.928679135999
11691,40.60138814458,-73.745300199002
11213,40.666464251842,-73.937549628229
11219,40.633774155589,-73.991544073013
10453,40.853530434427,-73.908740344457
10075,40.775348896823,-73.961977239513
11223,40.600586775781,-73.972743512326
10034,40.871271797921,-73.911514519971007
10457,40.839237946651,-73.901315107107
11234,40.613345681844,-73.93012946204
11205,40.698574990301,-73.954159281401
11219,40.63519841791,-73.988355286921
11373,40.739108104206,-73.882486426958
NA,0,0
11369,40.758400794681,-73.87447135209
10034,40.858983605867,-73.922893238295
10306,40.569385955484,-74.107736668994
11205,40.696957716655,-73.959872767714
11235,40.589171437517,-73.943404514259
10453,40.85656630192,-73.916201103154
10013,40.718895440688,-73.998437958829
10458,40.858824422321,-73.895165555953
11204,40.62417846838,-73.992629599614
11385,40.699508550728,-73.902139439215
11364,40.747738440557,-73.745745446501
10304,40.602222402647,-74.091354168124
11415,40.707779522892,-73.83384168978
10021,40.773526878918,-73.963516338349
10301,40.644727546741,-74.081221998594
11233,40.670191575548,-73.923797256984
10037,40.815483242447,-73.938146252565
11217,40.6763327821,-73.977366716118
11210,40.629361047163,-73.950287346747
11211,40.706912845902004,-73.952296005591
10128,40.785054581293,-73.955034782815
11219,40.637501161911,-73.987155061813
11230,40.616981216238,-73.962456808155
11203,40.642023806566,-73.931151484547
11373,40.741114544846,-73.874720568079
10016,40.742474324835,-73.982046383982
10460,40.837994577612,-73.868440659478
11206,40.695410734099,-73.948777393348
10002,40.71902192142,-73.975891128947
11211,40.712176884225,-73.93972140681
11212,40.666537211104,-73.910904030569
11219,40.636652862084,-73.985782474246
10025,40.803901092717,-73.966111181659
11230,40.619987282966,-73.964101279449
11691,40.603955920466,-73.766552233873
11201,40.692860691876,-73.988154055661
10128,40.78302696652,-73.950219118167
11413,40.668226983179,-73.756838722578
10466,40.886202853353,-73.854598179543
11205,40.695151045632,-73.958164522321
11354,40.765158378239,-73.827889487092
11102,40.771328689972,-73.929085760016
11214,40.587609058191,-73.985947771583
11213,40.666464251842,-73.937549628229
11205,40.688803607807,-73.971008956883
10314,40.611073497271,-74.121756957298
10030,40.821418711057,-73.940673473226
11201,40.685411795395,-73.993351150141
10473,40.818147127133,-73.861261491556
10463,40.882892057282,-73.891254271309
11220,40.648373551218,-74.00968663167
11421,40.69217097464,-73.852635749466
11223,40.587991206534,-73.973861192559
10461,40.849476783815,-73.833236960817
10452,40.840415042836,-73.918292406897
11203,40.650584618028,-73.922313358252
11423,40.713085993842,-73.780467417352
11205,40.696957716655,-73.959872767714
10460,40.840748250998,-73.881706249777
11230,40.628331680626,-73.956880822795
10002,40.711541426667,-73.986541962667
11218,40.637640573202,-73.969586436906
11375,40.723142783374,-73.838215482921
11219,40.627230693501,-73.993039947572
10011,40.739170946677,-73.995500091506
10469,40.862832321885,-73.846789749321
11694,40.584101130824,-73.825711757914
11230,40.628009542983,-73.97118317157
10024,40.785429507514,-73.98038087077
11205,40.696362527557,-73.953720844513
11230,40.612970124134,-73.968362323463
11215,40.669622166408,-73.979286761088
11219,40.631361546616,-73.992326173479
10310,40.636579745998,-74.117508873045
11204,40.623664994676,-73.990003566403
11218,40.634913000108,-73.972516865348
11231,40.672936623815,-74.0090845746
11220,40.642497377334,-73.998691987932
10469,40.878570861082,-73.851161475291
11414,40.659865678678,-73.835068011453
11221,40.695355090503,-73.915142335393
11427,40.719216644172,-73.758051689756
11230,40.619987282966,-73.964101279449
11219,40.633774155589,-73.991544073013
10011,40.745149060907,-73.996073503246
11213,40.674648937222,-73.927793787815
11236,40.643271058518,-73.896211793411
11229,40.600885791326,-73.954856800727
11216,40.670854770373,-73.952347129155
10469,40.869586294915,-73.861280304298
11201,40.694675056823,-73.98885332901
11206,40.697144456167,-73.9466411239
11229,40.606642586929,-73.93917601175
11219,40.64000784475,-73.997693949391
11206,40.701356408777,-73.956638656265
11218,40.638120929134,-73.96965827917
10031,40.826288159594,-73.946844297387
11204,40.634868146435,-73.981527800864
10027,40.810567650077,-73.943974146859
11209,40.618408281853,-74.028841483725
11223,40.607646618706,-73.96375499868
11419,40.690790259504,-73.821656359636
11219,40.633049458811,-73.990593018879
10460,40.831158060014,-73.887093173829
10455,40.814224151932,-73.917497383596
11208,40.689689482181,-73.873108363872
10309,40.528317912521,-74.21502764673
11204,40.628111406418,-73.988533053628
10032,40.839298271524,-73.936157987119
10454,40.809085526148,-73.909592634149
10029,40.791230864993,-73.943907419568
11205,40.696263714383,-73.961106526731
11234,40.616202019321,-73.912696791268
11230,40.619998742719,-73.957487780677
11219,40.629325157586,-73.998022158821
11355,40.749537284817,-73.822072336725
11237,40.697771502959,-73.916520476002
11219,40.629325157586,-73.998022158821
11432,40.709438370196,-73.801659674817
11249,40.699026946369,-73.958944670984
11204,40.625577214206,-73.982539060391
11221,40.700682928827,-73.927480568729
10025,40.805619329619,-73.966196996362
10305,40.596079789555,-74.076031418226
10452,40.834584589054,-73.929795041156
11233,40.677797278525,-73.91584255044
10453,40.849616540212,-73.916068922814
10465,40.827464330705,-73.829751209343
11206,40.703616726419,-73.953145937492
10027,40.814630725628,-73.951911417709
11208,40.669379652256,-73.8796141638
11238,40.685042926975,-73.96065878506
10028,40.779325126468,-73.95929576726
10301,40.633672954726,-74.075159286695
11367,40.723213558187,-73.817694559004
11368,40.75762484111,-73.865499366856
11213,40.669627881298,-73.946205411147
10024,40.787463477078,-73.968531872393
11417,40.668119528656,-73.837188735574
10312,40.523749411693,-74.185938968331
11206,40.699539560095,-73.957144743329
10011,40.740809621321,-74.002923027964
10029,40.788214532179,-73.944213316183
10014,40.732514797852,-74.006498414225
11235,40.583118452473,-73.954037228247
11225,40.661631070893,-73.94944140694
10455,40.813720843923,-73.908885459576
10301,40.608504407814,-74.102066453809
11361,40.769593041644,-73.77086127574
11230,40.616476550258,-73.963616914324
11432,40.715381315226,-73.800368543622
11249,40.701890701105,-73.961712740215
10472,40.831409284382,-73.877784079855
10309,40.528317912521,-74.21502764673
11210,40.629361047163,-73.950287346747
11207,40.665790604263,-73.897722993456
11420,40.665050242746,-73.811701137062
11211,40.704127490221,-73.961119954501
10455,40.810796189794,-73.907014597673
11368,40.757747735169,-73.86265836092
10454,40.8139766923,-73.920781600088
10301,40.641258739257,-74.098001809283
11385,40.704398264031,-73.875182965191
11207,40.688379658009,-73.910276164745
11211,40.705510010207,-73.951680257593
10019,40.769074197957,-73.984880423921
11203,40.64820770239,-73.946374101576
11204,40.610280632425,-73.983230981073
11204,40.623664994676,-73.990003566403
11236,40.632791167849,-73.908747937541
11221,40.697026976073,-73.927614387494
11105,40.777497173512,-73.910859705128
11219,40.637501161911,-73.987155061813
11211,40.706626122112,-73.955989594576
11205,40.696938472925,-73.968571158149
10459,40.823127908851,-73.896876837779
10002,40.716281337248,-73.984152940575
11221,40.686585161595,-73.940747023833
10474,40.815448582142,-73.88576876278
10455,40.815422524807,-73.90213813522
11004,40.744090546659,-73.709843922781
11421,40.69217097464,-73.852635749466
11418,40.699182242091,-73.835298555059
10452,40.832699852538,-73.926837432915
11432,40.708472183615,-73.800064691407
11230,40.628331680626,-73.956880822795
11236,40.635908484565,-73.886412361257
11219,40.636175000757,-73.983757692484
11436,40.684133937651,-73.801479231242
10025,40.800112327894,-73.962837120948
10302,40.622588296982,-74.144969420995
NA,0,0
10010,40.737252279703,-73.974159652212
11375,40.718910406922,-73.834412676705
11368,40.75762484111,-73.865499366856
10310,40.628162013813,-74.116996840823
11362,40.759395504542,-73.731298060459
11220,40.643652640514,-74.008251789808
10471,40.892395340368,-73.898407439754
11205,40.690195146324,-73.961477884767
11208,40.678268840186,-73.875960325113
10010,40.738945045347,-73.985479093645
10456,40.82328278524,-73.90794734529
10028,40.777448208169,-73.96071230166
10035,40.800249580157,-73.937557272984
10463,40.881060082667,-73.905364546776
11385,40.707308713321,-73.915329043954
11694,40.584115077254,-73.820527456024
10013,40.718895440688,-73.998437958829
10027,40.819474697577,-73.957609153488
10454,40.805781166962,-73.925306659204
10460,40.837994577612,-73.868440659478
10025,40.804884663059,-73.960497376014
11691,40.603955920466,-73.766552233873
10459,40.822712019556,-73.889434420713
11213,40.672444665298,-73.941898803482
11209,40.624739240291,-74.033469681894
11216,40.670854770373,-73.952347129155
11207,40.659091123569,-73.889425527959
11233,40.685687690312,-73.922463405704
11205,40.695151045632,-73.958164522321
11230,40.621557758326,-73.965595346416
11232,40.662770243944,-73.995598980751
11103,40.762096160315,-73.914226714478
11205,40.696362527557,-73.953720844513
11204,40.621864159007004,-73.987395829239
11206,40.700719411886,-73.956087277906
11375,40.723142783374,-73.838215482921
10455,40.814224151932,-73.917497383596
11434,40.67376100274,-73.775950455629
10019,40.767784480942,-73.987530563401
11221,40.686585161595,-73.940747023833
11205,40.696957716655,-73.959872767714
11226,40.649702892488,-73.966045658038
11208,40.657426390651,-73.874734170981
11219,40.633774155589,-73.991544073013
10024,40.781951404403,-73.977637604184
11201,40.694691727179,-73.991168487842
11220,40.645330462079,-74.022864160928
10451,40.818808951376,-73.919009105765
11426,40.746079966122,-73.727533671738
11211,40.706912845902004,-73.952296005591
10475,40.872607327513,-73.83369579498
11206,40.694557181827,-73.943109161621
11235,40.594117326491,-73.937696767139
10456,40.829786575568,-73.906402565454
11366,40.724450298891,-73.810215810641
11208,40.681260896359,-73.884063384245
10461,40.847498133394,-73.851466212123
11694,40.586058916143,-73.822624781088
10466,40.881146549075,-73.83975340238
11427,40.732104175728,-73.732458527622
11212,40.657432892487,-73.911053194546
10011,40.742121634156,-74.002197727432
11432,40.713063984902,-73.80797222695
11216,40.677251016679,-73.942388515821
11223,40.604987850395,-73.966821159958
11217,40.686491622824,-73.979649284739
10462,40.851650860628,-73.864755450449
